timestamp,email_id,raw_label,raw_value,doc_type
2026-09-21T02:12:36.629085+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:12:47.751544+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:13:05.723229+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:14:03.528081+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:14:06.384635+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:14:09.919293+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:14:52.152638+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T02:15:09.757594+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T04:38:04.371467+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T04:38:04.401530+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T04:38:04.428384+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:04:51.078154+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:04:55.628875+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:33:12.591086+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:33:15.183513+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:38:35.441783+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:41:58.975172+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:42:01.331001+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:42:12.883673+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:42:15.270463+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:43:13.142413+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:48:58.798696+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:49:01.122586+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:49:58.737511+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:50:01.157515+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:50:58.817256+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:51:01.651755+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:51:58.716901+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:52:00.559005+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:52:58.605480+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:53:00.327203+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:53:15.420793+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:53:17.575943+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:53:58.934944+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:54:01.508361+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:54:58.764637+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:55:00.986535+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:55:58.766025+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:56:01.067188+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:56:58.630442+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:57:00.341590+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:57:58.827701+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:58:01.000774+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:58:45.316107+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T07:58:48.212552+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:34:25.055520+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:34:27.325204+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:34:39.702587+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:34:42.230381+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:34:58.817882+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:35:00.938413+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:35:58.955018+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:36:01.391155+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:36:58.685874+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:37:00.698932+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:37:58.834067+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:38:01.492147+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:38:59.001073+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:39:01.627029+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:39:58.785205+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:40:00.894891+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:40:58.814049+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:41:00.985612+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:41:58.729616+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T08:42:00.848734+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:02:33.350424+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:07:49.268384+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:08:11.507970+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:09:02.801868+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:09:05.301940+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:09:08.258419+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:15:05.237174+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:15:05.255252+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:15:12.280406+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:35:05.990404+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:35:06.001855+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:35:12.884385+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T09:37:19.754959+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T10:26:10.084167+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T10:26:13.548363+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T10:26:15.862703+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T10:30:02.940293+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:04.526953+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:07.208857+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:09.569759+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:12.216766+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:32.399528+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:03:34.666876+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:07:26.705863+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:07:33.831128+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
2026-09-21T11:15:49.872473+00:00,email_107,Gross Weight毛重(KGS) (毛重 KGS),"41,124",BILL_OF_LADING
